campaign_id,campaign_name,campaign_type,daily_budget,target_acos,impressions,clicks,cart_adds,purchases,spend,ctr,cvr,cpc,revenue,roas,acos
CAM00004,Ross Essentials | Video | Feb 2025,Video,8926.22,0.492,192767,665,80,23,652.497271,0.003449760591802539,0.03458646616541353,0.9811989037593984,738.62,1.1319894087342475,0.8834004914570415
CAM00095,George Group Essentials | Display | May 2024,Display,229.37,0.426,4075,16,0,0,7.653376,0.00392638036809816,0.0,0.478336,0.0,0.0,
CAM00205,Romero Essentials | Display | Jan 2024,Display,262.92,0.299,4612,9,0,0,7.1462819999999985,0.0019514310494362533,0.0,0.7940313333333332,0.0,0.0,
CAM00166,Burton Ltd Labs | Sponsored Product | Mar 2024,Sponsored Product,239.63,0.196,4175,24,4,1,7.060185999999998,0.005748502994011976,0.041666666666666664,0.2941744166666666,32.28,4.572117505119555,0.2187170384138785
CAM00278,Arroyo Essentials | Sponsored Product | Oct 2024,Sponsored Product,168.32,0.281,3063,31,5,2,7.050693,0.010120796604635978,0.06451612903225806,0.22744170967741936,53.56999999999999,7.597834709297369,0.13161644577188727
CAM00064,Arroyo Essentials | Sponsored Brand | Dec 2024,Sponsored Brand,142.51,0.32,2590,19,2,1,6.915626,0.007335907335907336,0.05263157894736842,0.36398031578947365,34.92,5.049434425748299,0.19804198167239404
CAM00211,Walter Naturals | Sponsored Product | Mar 2024,Sponsored Product,171.6,0.253,3063,28,3,2,6.792057999999998,0.009141364675155077,0.07142857142857142,0.24257349999999994,56.010000000000005,8.246396011341485,0.12126509551865734
CAM00300,Rodriguez Labs | Sponsored Product | Jan 2024,Sponsored Product,206.14,0.303,3540,24,1,0,6.550914999999999,0.006779661016949152,0.0,0.27295479166666664,0.0,0.0,
CAM00226,Walter Naturals | Sponsored Product | Jun 2024,Sponsored Product,187.02,0.252,3368,25,4,1,6.545465,0.007422802850356294,0.04,0.2618186,12.72,1.9433302294031058,0.5145805817610063
CAM00203,Arnold Ltd Naturals | Video | Apr 2025,Video,127.32,0.512,2275,8,1,1,6.465894000000001,0.0035164835164835165,0.125,0.8082367500000002,16.61,2.568863640511273,0.38927718242022885
CAM00271,Davis and Sons Naturals | Sponsored Brand | Apr 2025,Sponsored Brand,174.42,0.255,3024,14,1,0,6.341833,0.004629629629629629,0.0,0.45298807142857145,0.0,0.0,
CAM00274,Mcclain Labs | Sponsored Product | Jun 2024,Sponsored Product,192.13,0.247,3278,25,3,2,6.249736999999999,0.00762660158633313,0.08,0.24998947999999996,42.76,6.841887906643112,0.14615848924228247
CAM00249,Gardner Consumer | Sponsored Product | Dec 2024,Sponsored Product,244.42,0.227,4321,17,3,1,6.144374,0.003934274473501504,0.058823529411764705,0.36143376470588234,24.81,4.037840144496412,0.2476571543732366
CAM00224,Adams Labs | Sponsored Product | May 2025,Sponsored Product,178.11,0.236,3145,25,3,2,6.110671,0.00794912559618442,0.08,0.24442684,46.129999999999995,7.549089126218708,0.13246631259484068
CAM00246,Dudley Group Naturals | Sponsored Product | May 2025,Sponsored Product,126.35,0.291,2229,29,2,2,6.063269,0.01301031852848811,0.06896551724137931,0.20907824137931036,89.67,14.789051912425458,0.06761758670681388
CAM00113,Dudley Group Naturals | Sponsored Product | Sep 2024,Sponsored Product,197.62,0.251,3448,21,1,0,6.038876,0.006090487238979118,0.0,0.2875655238095238,0.0,0.0,
CAM00001,James Group Foods | Sponsored Brand | Nov 2024,Sponsored Brand,179.43,0.347,3112,11,1,0,6.018799,0.0035347043701799484,0.0,0.5471635454545454,0.0,0.0,
CAM00198,Carlson-Cruz Brands | Sponsored Product | Mar 2025,Sponsored Product,163.46,0.238,2898,24,2,1,5.954088999999999,0.008281573498964804,0.041666666666666664,0.24808704166666662,31.78,5.337508391292103,0.1873533354310887
CAM00096,Blake and Sons Naturals | Display | May 2024,Display,146.66,0.452,2637,15,3,1,5.9294270000000004,0.005688282138794084,0.06666666666666667,0.3952951333333334,51.55,8.69392607413836,0.11502283220174589
CAM00173,Gray-Mayo Foods | Sponsored Product | Oct 2024,Sponsored Product,167.04,0.249,2982,23,5,3,5.922037,0.0077129443326626424,0.13043478260869565,0.2574798695652174,132.9,22.441602441862486,0.044560097817908206
CAM00031,Mcclain Labs | Sponsored Product | Jan 2025,Sponsored Product,138.9,0.167,2427,25,3,2,5.741476,0.010300782859497322,0.08,0.22965903999999998,26.689999999999998,4.648630421863646,0.21511712251779694
CAM00055,George Group Essentials | Sponsored Brand | May 2024,Sponsored Brand,141.71,0.294,2574,13,2,0,5.670795,0.005050505050505051,0.0,0.436215,0.0,0.0,
CAM00212,James Group Foods | Sponsored Product | Apr 2025,Sponsored Product,185.87,0.261,3276,19,1,0,5.667469,0.0057997557997558,0.0,0.29828784210526316,0.0,0.0,
CAM00159,Spence PLC Foods | Display | Nov 2024,Display,180.19,0.376,3234,9,2,0,5.628821000000001,0.0027829313543599257,0.0,0.6254245555555557,0.0,0.0,
CAM00267,Mcclure Labs | Sponsored Product | Jan 2024,Sponsored Product,152.11,0.259,2727,21,4,1,5.5256609999999995,0.007700770077007701,0.047619047619047616,0.26312671428571427,28.71,5.195758480297652,0.19246468129571576
CAM00168,Morales-Jones Consumer | Sponsored Product | Jan 2024,Sponsored Product,173.22,0.208,3155,20,1,0,5.499972,0.006339144215530904,0.0,0.2749986,0.0,0.0,
CAM00201,Gardner Consumer | Display | Jul 2024,Display,201.34,0.371,3492,8,0,0,5.491948000000001,0.002290950744558992,0.0,0.6864935000000001,0.0,0.0,
CAM00286,Mcclure Labs | Display | Sep 2024,Display,137.87,0.391,2380,13,0,0,5.436884999999999,0.0054621848739495795,0.0,0.418221923076923,0.0,0.0,
CAM00193,George Group Essentials | Display | Jan 2025,Display,180.37,0.426,3043,10,1,0,5.350699,0.003286230693394676,0.0,0.5350699,0.0,0.0,
CAM00041,Reid Brands | Sponsored Product | Jul 2024,Sponsored Product,155.39,0.246,2680,20,2,0,5.31436,0.007462686567164179,0.0,0.265718,0.0,0.0,
CAM00125,Henderson Brands | Sponsored Product | Nov 2024,Sponsored Product,124.05,0.214,2167,22,2,1,5.209290000000001,0.01015228426395939,0.045454545454545456,0.23678590909090913,34.74,6.668855064701715,0.14995077720207256
CAM00276,Arroyo Essentials | Sponsored Brand | Oct 2024,Sponsored Brand,122.98,0.313,2187,13,2,1,5.032429,0.00594421582075903,0.07692307692307693,0.38710992307692305,4.21,0.8365741473948267,1.1953513064133017
CAM00194,Hickman Ltd Naturals | Sponsored Product | Mar 2025,Sponsored Product,173.62,0.244,3022,17,1,0,5.019985,0.005625413633355393,0.0,0.29529323529411766,0.0,0.0,
CAM00135,Mcclain Labs | Sponsored Brand | Oct 2024,Sponsored Brand,139.71,0.355,2441,10,1,0,4.789382,0.004096681687832855,0.0,0.4789382,0.0,0.0,
CAM00099,Burton Ltd Labs | Display | Jul 2024,Display,154.17,0.489,2719,8,1,0,4.694381999999999,0.002942258183155572,0.0,0.5867977499999999,0.0,0.0,
CAM00175,Henderson Brands | Sponsored Product | Feb 2024,Sponsored Product,161.12,0.312,2810,15,3,1,4.63558,0.005338078291814947,0.06666666666666667,0.3090386666666667,12.8,2.761251019289927,0.36215468749999996
CAM00042,George Group Essentials | Sponsored Brand | Feb 2025,Sponsored Brand,132.05,0.33,2251,10,1,0,4.617921,0.00444247001332741,0.0,0.4617921,0.0,0.0,
CAM00178,Snyder Consumer | Sponsored Product | Jan 2025,Sponsored Product,140.89,0.209,2508,17,4,0,4.568434000000001,0.006778309409888357,0.0,0.26873141176470594,0.0,0.0,
CAM00019,Perez Inc Naturals | Sponsored Brand | May 2025,Sponsored Brand,136.49,0.338,2414,9,0,0,4.563932,0.003728251864125932,0.0,0.5071035555555556,0.0,0.0,
CAM00151,Spence PLC Foods | Sponsored Product | Mar 2024,Sponsored Product,135.23,0.25,2357,17,0,0,4.4968889999999995,0.007212558336868901,0.0,0.26452288235294114,0.0,0.0,
CAM00284,Morales-Jones Consumer | Sponsored Product | Apr 2025,Sponsored Product,143.22,0.189,2559,16,4,1,4.489335,0.0062524423602969914,0.0625,0.2805834375,20.28,4.517372840298174,0.22136760355029583
CAM00083,Snyder Consumer | Sponsored Product | Apr 2025,Sponsored Product,131.98,0.213,2390,17,2,2,4.413734999999999,0.007112970711297071,0.11764705882352941,0.2596314705882352,125.44999999999999,28.422639782406513,0.035183220406536465
CAM00174,Perez Inc Naturals | Sponsored Product | Oct 2024,Sponsored Product,135.84,0.196,2383,15,2,1,4.121099,0.00629458665547629,0.06666666666666667,0.27473993333333335,11.27,2.7347074166381344,0.3656698314108252
CAM00273,Burton Ltd Labs | Display | Aug 2024,Display,124.04,0.437,2205,5,0,0,3.5985429999999994,0.0022675736961451248,0.0,0.7197085999999999,0.0,0.0,
CAM00104,Hickman Ltd Naturals | Sponsored Product | Dec 2024,Sponsored Product,136.81,0.222,2378,10,2,1,3.5971739999999994,0.004205214465937763,0.1,0.35971739999999996,17.63,4.901069561828258,0.20403709585933066
